tconst,ordering,nconst,category,job,characters
tt22260880,2,nm0006795,actor,\N,"[""Narrator""]"
tt22260882,2,nm0006795,actor,\N,"[""Narrator""]"
tt22260884,2,nm0006795,actor,\N,"[""Narrator""]"
tt22260886,2,nm0006795,actor,\N,"[""Narrator""]"
tt22260890,2,nm0006795,actor,\N,"[""Narrator""]"
tt22260892,2,nm0006795,actor,\N,"[""Narrator""]"
tt22260894,2,nm0006795,actor,\N,"[""Narrator""]"
tt22260896,2,nm0006795,actor,\N,"[""Narrator""]"
tt22260898,2,nm0006795,actor,\N,"[""Narrator""]"
tt22260900,2,nm0006795,actor,\N,"[""Narrator""]"
tt22260902,2,nm0006795,actor,\N,"[""Narrator""]"
tt22260904,2,nm0006795,actor,\N,"[""Narrator""]"
tt22260906,2,nm0006795,actor,\N,"[""Narrator""]"
tt22299042,2,nm14080745,actor,\N,\N
tt22459680,17,nm0006795,producer,producer,\N
tt22459684,17,nm0006795,producer,producer,\N
tt22459686,17,nm0006795,producer,producer,\N
tt22491406,17,nm0006795,producer,producer,\N
tt22491410,20,nm0006795,producer,producer,\N
tt22491414,20,nm0006795,producer,producer,\N
tt22497600,1,nm0006795,self,\N,"[""Self - Host""]"
tt22497602,1,nm0006795,self,\N,"[""Self - Host""]"
tt22755742,1,nm0006795,self,\N,"[""Self - Host""]"
tt22796920,2,nm14144039,actor,\N,"[""Munna""]"
tt22801100,17,nm0006795,producer,producer,\N
tt22801102,17,nm0006795,producer,producer,\N
tt22869610,1,nm0006795,self,\N,"[""Self - Host""]"
tt22983548,17,nm0006795,producer,producer,\N
tt22983562,17,nm0006795,producer,producer,\N
tt2304231,4,nm0451321,actor,\N,"[""(1989)""]"
tt23119094,1,nm0006795,self,\N,"[""Self - Host""]"
tt23119100,1,nm0006795,self,\N,"[""Self - Host""]"
tt23119114,1,nm0006795,self,\N,"[""Self - Host""]"
tt23119118,1,nm0006795,self,\N,"[""Self - Host""]"
tt23129194,1,nm0006795,self,\N,"[""Self - Host""]"
tt23129198,1,nm0006795,self,\N,"[""Self - Host""]"
tt23135026,16,nm0006795,producer,producer,\N
tt23135030,17,nm0006795,producer,producer,\N
tt23396834,17,nm0006795,producer,producer,\N
tt23396836,17,nm0006795,producer,producer,\N
tt2342797,10,nm0006795,self,\N,"[""Self - Opening Ceremony Performer""]"
tt2354223,3,nm4996197,actor,\N,"[""Salman""]"
tt2360717,7,nm0006795,self,\N,"[""Self""]"
tt23639338,11,nm14253248,self,\N,"[""Self""]"
tt23639338,17,nm0006795,producer,producer,\N
tt23639340,17,nm0006795,producer,producer,\N
tt23647534,8,nm0006795,self,\N,"[""Self - Host""]"
tt2372222,1,nm0006795,actor,\N,"[""Devi Lal Singh""]"
tt2372222,2,nm0006795,actor,\N,"[""Devil""]"
tt23736660,17,nm0006795,producer,producer,\N
tt23736666,16,nm0006795,producer,producer,\N
tt23801282,1,nm0006795,self,\N,"[""Self - Host""]"
tt23801284,1,nm0006795,self,\N,"[""Self - Host""]"
tt23806772,16,nm0006795,producer,producer,\N
tt23806774,17,nm0006795,producer,producer,\N
tt23836544,8,nm0006795,self,\N,"[""Self - Host""]"
tt2391469,5,nm0451321,self,\N,"[""Self - KKR Owner""]"
tt24000642,17,nm0006795,producer,producer,\N
tt24000668,17,nm0006795,producer,producer,\N
tt24139454,17,nm0006795,producer,producer,\N
tt24139478,17,nm0006795,producer,producer,\N
tt2461132,1,nm0451321,actor,\N,"[""Chandramohan 'Charlie' Sharma""]"
tt24670172,17,nm0006795,producer,producer,\N
tt24670174,17,nm0006795,producer,producer,\N
tt24882896,17,nm0006795,producer,producer,\N
tt24882900,17,nm0006795,producer,producer,\N
tt25009260,9,nm0006795,self,\N,"[""Self - Host""]"
tt25009270,9,nm0006795,self,\N,"[""Self - Host""]"
tt25013138,17,nm0006795,producer,producer,\N
tt25013140,17,nm0006795,producer,producer,\N
tt25013142,17,nm0006795,producer,producer,\N
tt25013144,17,nm0006795,producer,producer,\N
tt25013146,17,nm0006795,producer,producer,\N
tt25013148,17,nm0006795,producer,producer,\N
tt25013150,17,nm0006795,producer,producer,\N
tt25013154,17,nm0006795,producer,producer,\N
tt25013156,17,nm0006795,producer,producer,\N
tt25013158,14,nm0006795,producer,producer,\N
tt25013160,17,nm0006795,producer,producer,\N
tt25013162,17,nm0006795,producer,producer,\N
tt25013168,14,nm0006795,producer,producer,\N
tt25013170,17,nm0006795,producer,producer,\N
tt25013172,17,nm0006795,producer,producer,\N
tt25013176,15,nm0006795,producer,producer,\N
tt25013178,17,nm0006795,producer,producer,\N
tt25013180,17,nm0006795,producer,producer,\N
tt25013184,17,nm0006795,producer,producer,\N
tt25013186,15,nm0006795,producer,producer,\N
tt25013190,16,nm0006795,producer,producer,\N
tt25013192,16,nm0006795,producer,producer,\N
tt25013194,16,nm0006795,producer,producer,\N
tt25013196,14,nm0006795,producer,producer,\N
tt2521898,3,nm0451321,self,\N,"[""Self""]"
tt25276038,8,nm0006795,self,\N,"[""Self - Host""]"
tt25394742,1,nm0006795,self,\N,"[""Self - Host""]"
tt2542656,2,nm0451321,self,\N,"[""Self""]"
tt2557484,4,nm0451321,actor,\N,"[""(1988)""]"
tt2557496,3,nm0451321,actor,\N,"[""Keval""]"
tt2557512,1,nm0451321,self,\N,"[""Self (1989)""]"
tt25733722,8,nm0006795,self,\N,"[""Self - Host""]"
tt25809386,8,nm0006795,self,\N,"[""Self - Host""]"
tt25815304,2,nm0006795,actor,\N,\N
tt2608510,10,nm0006795,actor,\N,"[""Salman Khan""]"
tt26230104,8,nm0006795,self,\N,"[""Self - Host""]"
tt26278263,1,nm0006795,self,\N,"[""Self - Host""]"
tt26427571,7,nm0006795,self,\N,"[""Self - Host""]"
tt26427572,1,nm0006795,self,\N,"[""Self - Host""]"
tt26442512,2,nm0451321,self,\N,"[""Self""]"
tt26542635,3,nm0451321,self,\N,"[""Self""]"
tt26542635,7,nm0006795,self,\N,"[""Self""]"
tt26594478,1,nm0006795,self,\N,"[""Self - Host""]"
tt26594479,1,nm0006795,self,\N,"[""Self - Host""]"
tt26659830,1,nm0451321,actor,\N,\N
tt2666070,4,nm0006795,actor,\N,"[""Chulbul Pandey""]"
tt2666082,4,nm0006795,actor,\N,"[""Chulbul Pandey""]"
tt26679473,2,nm0006795,self,\N,"[""Self - Host""]"
tt26694669,2,nm14558621,actor,\N,"[""Don""]"
tt26750533,8,nm0451321,self,\N,"[""Self - KKR Owner""]"
tt26765615,3,nm12496236,self,\N,"[""Self""]"
tt26765627,5,nm12496236,self,\N,"[""Self""]"
tt26900557,5,nm12496236,self,\N,"[""Self""]"
tt27047678,10,nm14916706,self,\N,"[""Self - Builder""]"
tt27124947,1,nm0006795,actor,\N,\N
tt27139868,1,nm0451321,actor,\N,\N
tt27139868,2,nm0006795,actor,\N,\N
tt27263203,1,nm0006795,actor,\N,\N
tt27370004,1,nm0451321,actor,\N,"[""Pathaan""]"
tt27370004,2,nm0006795,actor,\N,"[""Tiger""]"
tt27417999,1,nm0006795,archive_footage,\N,\N
tt27474234,17,nm0006795,producer,producer,\N
tt27474801,17,nm0006795,producer,producer,\N
tt27611003,13,nm0006795,producer,producer,\N
tt27611004,11,nm0006795,self,\N,"[""Self""]"
tt27611004,17,nm0006795,producer,producer,\N
tt27611005,17,nm0006795,producer,producer,\N
tt27611006,15,nm0006795,producer,producer,\N
tt27626804,1,nm0006795,self,\N,"[""Self - Host""]"
tt27647804,17,nm0006795,producer,producer,\N
tt27647805,17,nm0006795,producer,producer,\N
tt27656011,4,nm0451321,self,\N,"[""Self""]"
tt27656011,5,nm0451321,producer,producer,\N
tt27694196,17,nm0006795,producer,producer,\N
tt27706318,17,nm0006795,producer,producer,\N
tt27751942,17,nm0006795,producer,producer,\N
tt27752706,4,nm12496236,self,\N,"[""Self""]"
tt27757805,1,nm0006795,actor,\N,"[""Agent Bhaijaan""]"
tt27759459,15,nm0006795,producer,producer,\N
tt27862630,17,nm0006795,producer,producer,\N
tt27862631,17,nm0006795,producer,producer,\N
tt27866877,1,nm0006795,self,\N,"[""Self - Host""]"
tt27876144,17,nm0006795,producer,producer,\N
tt27876145,14,nm0006795,producer,producer,\N
tt27898560,5,nm0006795,archive_footage,\N,\N
tt27936729,14,nm0006795,producer,producer,\N
tt27957002,14,nm0006795,producer,producer,\N
tt28004222,1,nm0451321,actor,\N,\N
tt28004222,4,nm0451321,producer,producer,\N
tt28019292,5,nm0451321,producer,producer,\N
tt28027356,17,nm0006795,producer,producer,\N
tt28027368,17,nm0006795,producer,producer,\N
tt28108776,17,nm0006795,producer,producer,\N
tt28108809,17,nm0006795,producer,producer,\N
tt2817284,7,nm0451321,self,\N,"[""Self - KKR Owner""]"
tt28223630,1,nm0006795,self,\N,"[""Self - Host""]"
tt28223634,1,nm0006795,self,\N,"[""Self - Host""]"
tt28223751,17,nm0006795,producer,producer,\N
tt28228084,1,nm0451321,actor,\N,\N
tt28228084,17,nm0451321,producer,producer,\N
tt28265510,1,nm0006795,self,\N,"[""Self - Host""]"
tt28265617,17,nm0006795,producer,producer,\N
tt28296769,1,nm0006795,self,\N,"[""Self - Host""]"
tt28313606,12,nm0006795,producer,producer,\N
tt2831404,17,nm0006795,producer,producer,\N
tt28316009,1,nm0006795,self,\N,"[""Self - Host""]"
tt28316011,1,nm0006795,self,\N,"[""Self - Host""]"
tt28450891,1,nm0006795,self,\N,"[""Self - Host""]"
tt28450895,1,nm0006795,self,\N,"[""Self - Host""]"
tt28476733,1,nm0006795,self,\N,"[""Self - Host""]"
tt28517157,17,nm0006795,producer,producer,\N
tt28517174,16,nm0006795,producer,producer,\N
tt28517201,17,nm0006795,producer,producer,\N
tt28517251,17,nm0006795,producer,producer,\N
tt28535082,1,nm0006795,self,\N,"[""Self - Host""]"
tt28535105,1,nm0006795,self,\N,"[""Self - Host""]"
tt28535107,1,nm0006795,self,\N,"[""Self - Host""]"
tt28682791,4,nm0006795,self,\N,"[""Self - Host""]"
tt28682803,1,nm0006795,self,\N,"[""Self - Host""]"
tt28865413,3,nm11810064,actor,\N,\N
tt29117960,1,nm0451321,self,\N,"[""Self""]"
tt29361353,1,nm0006795,actor,\N,"[""Brigadier Farukh Bulsara""]"
tt29429456,6,nm0451321,self,\N,"[""Self - Best Actor (Winner)""]"
tt29505891,1,nm0006795,self,\N,"[""Self - Host""]"
tt29522026,2,nm0006795,self,\N,"[""Self - Guest""]"
tt29625282,1,nm0006795,self,\N,"[""Self - Host""]"
tt29625284,1,nm0006795,self,\N,"[""Self - Host""]"
tt29715322,1,nm0006795,self,\N,"[""Self - Host""]"
tt29715333,1,nm0006795,self,\N,"[""Self - Host""]"
tt29883627,2,nm0451321,producer,producer,\N
tt29932063,1,nm0006795,self,\N,"[""Self - Host""]"
tt29932065,1,nm0006795,self,\N,"[""Self - Host""]"
tt29932086,1,nm0006795,self,\N,"[""Self - Host""]"
tt29932088,1,nm0006795,self,\N,"[""Self - Host""]"
tt30024655,1,nm0006795,self,\N,"[""Self - Host""]"
tt30107459,1,nm0006795,self,\N,"[""Self - Host""]"
tt30226549,1,nm0006795,self,\N,"[""Self - Host""]"
tt30322888,1,nm0006795,actor,\N,\N
tt30334336,5,nm0006795,self,\N,"[""Self""]"
tt30342701,8,nm0006795,self,\N,"[""Self - Host""]"
tt30399413,1,nm0006795,self,\N,"[""Self - Host""]"
tt30460343,1,nm0006795,self,\N,"[""Self - Host""]"
tt30460345,1,nm0006795,self,\N,"[""Self - Host""]"
tt30582044,1,nm0006795,self,\N,"[""Self - Host""]"
tt30582046,1,nm0006795,self,\N,"[""Self - Host""]"
tt30645150,7,nm0006795,self,\N,"[""Self - Perfomer""]"
tt30751116,1,nm0006795,self,\N,"[""Self - Host""]"
tt30751128,1,nm0006795,self,\N,"[""Self - Host""]"
tt30836166,1,nm0006795,self,\N,"[""Self - Host""]"
tt30836167,1,nm0006795,self,\N,"[""Self - Host""]"
tt30877333,7,nm10645092,self,\N,"[""Self - Host""]"
tt31076507,1,nm0006795,self,\N,"[""Self - Host""]"
tt31076613,1,nm0006795,self,\N,"[""Self - Host""]"
tt3116170,7,nm0451321,self,\N,"[""Self""]"
tt3118852,7,nm0451321,self,\N,"[""Self""]"
tt3122720,7,nm0451321,self,\N,"[""Self""]"
tt3122730,7,nm0451321,self,\N,"[""Self""]"
tt31251656,1,nm0006795,self,\N,"[""Self""]"
tt31452606,8,nm0451321,self,\N,"[""Self - Perfomer""]"
tt31639135,4,nm0451321,self,\N,"[""Self - KKR Owner""]"
tt31712434,1,nm0006795,actor,\N,"[""Sanjay Rajkot""]"
tt31712434,2,nm0006795,actor,\N,"[""Sikandar""]"
tt3180394,1,nm0006795,actor,\N,"[""Salman Khan""]"
tt32235925,3,nm12496236,self,\N,"[""Self""]"
tt32282681,5,nm12496236,self,\N,"[""Self""]"
tt32350471,6,nm0006795,self,\N,"[""Self - Guest""]"
tt32429900,9,nm0451321,self,\N,"[""Self - KKR Owner""]"
tt32643757,1,nm0006795,actor,\N,\N
tt32728302,1,nm0451321,actor,\N,\N
tt33093184,3,nm0006795,self,\N,"[""Self""]"
tt33164597,1,nm0006795,self,\N,"[""Self""]"
tt33164601,8,nm0006795,self,\N,"[""Self""]"
tt33319882,2,nm0006795,actor,\N,\N
tt33321438,1,nm0006795,actor,\N,\N
tt33482792,1,nm0006795,self,\N,"[""Self - Host""]"
tt33586400,8,nm0451321,self,\N,"[""Self""]"
tt33628075,1,nm0451321,self,\N,"[""Self - Presenter""]"
tt3389270,3,nm0006795,self,\N,"[""Self""]"
tt33919452,1,nm0006795,self,\N,"[""Self - Host""]"
tt33974812,1,nm0006795,self,\N,"[""Self - Host""]"
tt3405236,2,nm0451321,actor,\N,"[""Raees""]"
tt34126188,1,nm0006795,self,\N,"[""Self - Host""]"
tt34148322,1,nm0006795,self,\N,"[""Self - Host""]"
tt34161216,2,nm0451321,self,\N,"[""Self""]"
tt34299230,1,nm0006795,self,\N,"[""Self - Host""]"
tt34328652,1,nm0006795,self,\N,"[""Self - Host""]"
tt34385079,1,nm0006795,self,\N,"[""Self - Host""]"
tt34387954,1,nm0006795,self,\N,"[""Self - Host""]"
tt34632779,1,nm0006795,self,\N,"[""Self - Host""]"
tt34657001,1,nm0006795,self,\N,"[""Self - Host""]"
tt3466946,6,nm0006795,self,\N,"[""Self""]"
tt3466950,2,nm0006795,self,\N,"[""Self""]"
tt34729013,2,nm0451321,self,\N,"[""Self""]"
tt34729523,1,nm0006795,self,\N,"[""Self - Host""]"
tt34739585,8,nm0006795,self,\N,"[""Self - Host""]"
tt34747692,1,nm0006795,self,\N,"[""Self - Host""]"
tt34821532,1,nm0006795,self,\N,"[""Self - Host""]"
tt34851739,1,nm0006795,self,\N,"[""Self - Host""]"
tt3495026,1,nm0451321,actor,\N,"[""Gaurav Chandna""]"
tt3495026,2,nm0451321,actor,\N,"[""Aryan Khanna""]"
tt35017459,1,nm0006795,self,\N,"[""Self - Host""]"
tt35047439,1,nm0006795,self,\N,"[""Self - Host""]"
tt35104312,1,nm0006795,self,\N,"[""Self - Host""]"
tt35112584,1,nm0006795,self,\N,"[""Self - Host""]"
tt35200874,1,nm0006795,self,\N,"[""Self - Host""]"
tt35200875,1,nm0006795,self,\N,"[""Self - Host""]"
tt35269660,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269661,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269664,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269665,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269667,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269669,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269672,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269673,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269674,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269676,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269677,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269679,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269681,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269682,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269684,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269686,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269688,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269690,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269693,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269694,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269698,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269699,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269700,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269701,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269704,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269705,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269706,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269707,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269710,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269712,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269713,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269714,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269715,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269717,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269718,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269721,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269723,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269725,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269726,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269727,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269729,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269730,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269731,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269732,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269733,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269736,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269741,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269743,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269744,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269745,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269747,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269748,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269751,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269752,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269756,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269759,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269760,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269761,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269762,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269764,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269765,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269766,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269769,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269771,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269773,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269774,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269775,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269777,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269778,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269779,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269780,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269781,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269783,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269784,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269785,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269786,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269787,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269793,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269796,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269797,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269799,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269800,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269801,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269821,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269832,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269839,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269840,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269841,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269842,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269843,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269845,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269847,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269848,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269849,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269850,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269851,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269852,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269853,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269854,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269855,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269856,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269857,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269858,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269860,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269861,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269862,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269863,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269865,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269866,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269867,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269868,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269869,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269871,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269872,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269873,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269874,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269875,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269876,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269878,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269879,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269880,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269883,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269884,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269885,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269886,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269887,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269888,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269889,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269890,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269891,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269892,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269893,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269894,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269895,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269896,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269897,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269899,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269901,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269904,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269905,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269906,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269907,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269908,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269926,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269927,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269929,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269930,3,nm10645092,self,\N,"[""Self - Host""]"
tt35269931,3,nm10645092,self,\N,"[""Self - Host""]"
tt35327237,7,nm0451321,archive_footage,\N,"[""Self""]"
tt35380080,1,nm0006795,self,\N,"[""Self - Host""]"
tt35475022,1,nm0006795,self,\N,"[""Self - Host""]"
tt35698249,1,nm0451321,actor,\N,\N
tt35746268,1,nm0451321,actor,\N,\N
tt35748527,1,nm0451321,actor,\N,\N
tt35932843,1,nm0451321,actor,\N,\N
tt35934496,5,nm17063220,cinematographer,\N,\N
tt35934496,6,nm17063220,editor,\N,\N
tt3595298,1,nm0006795,actor,\N,"[""Prem Dilwale""]"
tt3595298,2,nm0006795,actor,\N,"[""Yuvraj Vijay Singh""]"
tt36092433,1,nm0451321,self,\N,"[""Self - Presenter""]"
tt36351167,4,nm12496236,self,\N,"[""Self""]"
tt36452163,3,nm0451321,actor,\N,"[""Dr. Jehangir Khan""]"
tt36750860,5,nm11967540,actor,\N,"[""Rakesh""]"
tt36750887,4,nm11967540,actor,\N,"[""Sahab""]"
tt36750979,4,nm11967540,actor,\N,"[""Rakesh""]"
tt36751020,4,nm11967540,actor,\N,"[""Rakesh""]"
tt3679040,1,nm0006795,actor,\N,"[""Bhaijaan""]"
tt3850798,8,nm0006795,actor,\N,"[""Bhau""]"
tt3863552,1,nm0006795,actor,\N,"[""Pawan Kumar Chaturvedi""]"
tt3863552,2,nm0006795,actor,\N,"[""Bajrangi Bhaijaan""]"
tt3863552,20,nm0006795,producer,producer,\N
